Player,Tackles,Inter,Clear,Blocks,SpG,KeyP,Drb,Fouled,PS%,Crosses,LongB,ThrB,CB,CF,CM,DM,AM,WM,FB,WF
Ollie Watkins Aston Villa,0.1219512195121951,0.12,0.1234567901234568,0.0,0.4583333333333333,0.2647058823529412,0.1428571428571428,0.2702702702702702,0.5039215686274507,0.0263157894736842,0.0128205128205128,0.0,0.0,0.99,0.01,0.0,0.05,0.0,0.0,0.76
Roberto Firmino Liverpool,0.1951219512195122,0.12,0.0123456790123456,0.0454545454545454,0.3541666666666667,0.2941176470588235,0.1714285714285714,0.081081081081081,0.6980392156862745,0.0263157894736842,0.0512820512820512,0.1538461538461538,0.0,0.92,0.77,0.01,0.01,0.93,0.05,0.02
Sèrge Aurier Nottingham Forest,0.6829268292682927,0.48,0.3333333333333333,0.2272727272727272,0.0833333333333333,0.1764705882352941,0.1714285714285714,0.2972972972972972,0.5745098039215686,0.1052631578947368,0.1025641025641025,0.0,0.84,0.01,0.06,0.08,0.0,0.87,1.0,0.0
Ben White Arsenal,0.4146341463414634,0.24,0.2469135802469136,0.0909090909090909,0.0625,0.2058823529411764,0.0571428571428571,0.2162162162162162,0.8117647058823527,0.1052631578947368,0.2179487179487179,0.0769230769230769,0.86,0.0,0.02,0.59,0.0,0.13,0.84,0.0
Douglas Luiz Aston Villa,0.4390243902439025,0.48,0.0493827160493827,0.0909090909090909,0.1875,0.3529411764705882,0.1999999999999999,0.2702702702702702,0.8352941176470587,0.1578947368421052,0.2564102564102564,0.0769230769230769,0.0,0.02,0.81,0.04,0.0,0.15,0.05,0.01
Dejan Kulusevski Tottenham,0.3414634146341463,0.12,0.037037037037037,0.0,0.3125,0.5294117647058824,0.4857142857142856,0.2432432432432432,0.7078431372549019,0.1578947368421052,0.0641025641025641,0.0,0.0,0.78,0.13,0.0,0.82,0.0,0.0,1.0
Willian Fulham,0.1463414634146341,0.16,0.037037037037037,0.0,0.2708333333333333,0.4411764705882353,0.3714285714285714,0.2432432432432432,0.7352941176470589,0.0526315789473684,0.2692307692307693,0.0769230769230769,0.01,0.23,0.16,0.0,0.9,0.0,0.01,0.95
Youri Tielemans Leicester,0.5121951219512196,0.32,0.0864197530864197,0.1363636363636363,0.2083333333333333,0.2941176470588235,0.1999999999999999,0.1621621621621621,0.7745098039215685,0.1052631578947368,0.3076923076923077,0.1538461538461538,0.01,0.0,0.89,0.04,0.0,0.25,0.01,0.0
Kai Havertz Chelsea,0.2682926829268293,0.12,0.1358024691358025,0.0,0.4375,0.3529411764705882,0.1714285714285714,0.1891891891891891,0.7352941176470589,0.0263157894736842,0.0512820512820512,0.0769230769230769,0.0,0.84,0.68,0.0,0.03,0.94,0.05,0.03
Joachim Andersen Crystal Palace,0.2682926829268293,0.36,0.8395061728395062,0.2272727272727272,0.1666666666666666,0.088235294117647,0.0571428571428571,0.1621621621621621,0.6941176470588233,0.0,0.8333333333333335,0.0,0.99,0.02,0.03,0.12,0.0,0.04,0.03,0.0
Rasmus Kristensen Leeds,0.6341463414634148,0.5599999999999999,0.2592592592592593,0.2727272727272727,0.125,0.1470588235294117,0.1142857142857142,0.054054054054054,0.4156862745098038,0.1052631578947368,0.1153846153846154,0.0,0.23,0.0,0.02,0.06,0.0,0.89,0.96,0.0
Michael Olise Crystal Palace,0.3658536585365854,0.24,0.037037037037037,0.0,0.25,0.4705882352941177,0.3999999999999999,0.4594594594594594,0.6823529411764706,0.3421052631578947,0.141025641025641,0.0,0.0,0.12,0.27,0.01,0.87,0.01,0.0,0.97
Lisandro Martínez Man Utd,0.4634146341463415,0.48,0.4444444444444445,0.4545454545454545,0.0625,0.0588235294117647,0.1428571428571428,0.1081081081081081,0.8294117647058823,0.0,0.3076923076923077,0.0769230769230769,1.0,0.0,0.0,0.67,0.0,0.0,0.73,0.0
Dwight McNeil Everton,0.4390243902439025,0.2799999999999999,0.0864197530864197,0.0454545454545454,0.2083333333333333,0.3235294117647059,0.3428571428571428,0.1621621621621621,0.6549019607843136,0.3421052631578947,0.0897435897435897,0.0,0.01,0.09,0.18,0.0,0.65,0.06,0.01,0.88
Rúben Dias Man City,0.2195121951219512,0.36,0.2592592592592593,0.2272727272727272,0.1041666666666666,0.0294117647058823,0.0857142857142857,0.081081081081081,0.945098039215686,0.0,0.3076923076923077,0.0,1.0,0.0,0.01,0.09,0.0,0.01,0.28,0.0
Jarrod Bowen West Ham,0.2926829268292683,0.4,0.0493827160493827,0.1363636363636363,0.4583333333333333,0.4117647058823529,0.3142857142857143,0.5405405405405405,0.5627450980392155,0.2368421052631578,0.0897435897435897,0.0,0.0,0.87,0.08,0.01,0.88,0.02,0.02,0.94
Mohammed Salisu Southampton,0.5609756097560976,0.5599999999999999,0.6666666666666667,0.5,0.1875,0.088235294117647,0.0857142857142857,0.027027027027027,0.6352941176470588,0.0526315789473684,0.4230769230769231,0.0,0.95,0.03,0.0,0.09,0.0,0.01,0.72,0.0
Morgan Gibbs-White Nottingham Forest,0.1951219512195122,0.16,0.0246913580246913,0.0454545454545454,0.375,0.6176470588235294,0.3714285714285714,0.2432432432432432,0.5137254901960782,0.2631578947368421,0.141025641025641,0.2307692307692307,0.0,0.88,0.11,0.0,0.92,0.0,0.0,0.99
William Saliba Arsenal,0.3170731707317074,0.2799999999999999,0.3703703703703704,0.1818181818181818,0.0416666666666666,0.0588235294117647,0.0857142857142857,0.1351351351351351,0.9137254901960784,0.0,0.3076923076923077,0.0,1.0,0.0,0.0,0.03,0.0,0.02,0.12,0.0
Timothy Castagne Leicester,0.6341463414634148,0.48,0.3209876543209877,0.1818181818181818,0.1041666666666666,0.1764705882352941,0.0857142857142857,0.1081081081081081,0.7196078431372548,0.131578947368421,0.141025641025641,0.0,0.91,0.0,0.0,0.02,0.0,0.95,0.98,0.0
Alex Iwobi Everton,0.4878048780487805,0.24,0.0987654320987654,0.0,0.1875,0.4705882352941177,0.3714285714285714,0.081081081081081,0.692156862745098,0.2105263157894736,0.2820512820512821,0.0769230769230769,0.01,0.11,0.83,0.01,0.04,0.92,0.08,0.04
Kalidou Koulibaly Chelsea,0.4634146341463415,0.52,0.3580246913580247,0.2272727272727272,0.125,0.1176470588235294,0.0571428571428571,0.081081081081081,0.8411764705882352,0.0263157894736842,0.3846153846153847,0.0,0.99,0.0,0.0,0.11,0.0,0.01,0.03,0.0
Tim Ream Fulham,0.2439024390243902,0.5599999999999999,0.4320987654320988,0.3636363636363636,0.0208333333333333,0.0294117647058823,0.1142857142857142,0.054054054054054,0.8352941176470587,0.0,0.5641025641025642,0.0,1.0,0.01,0.0,0.6,0.0,0.01,0.81,0.0
Callum Wilson Newcastle,0.0975609756097561,0.04,0.0246913580246913,0.0,0.4791666666666666,0.2058823529411764,0.0571428571428571,0.2702702702702702,0.5411764705882351,0.0263157894736842,0.0128205128205128,0.0,0.0,0.99,0.0,0.0,0.15,0.01,0.0,0.13
Antony Man Utd,0.2682926829268293,0.12,0.0123456790123456,0.0,0.5208333333333334,0.2352941176470588,0.3142857142857143,0.3243243243243243,0.7176470588235293,0.0263157894736842,0.0769230769230769,0.0,0.0,0.26,0.08,0.01,0.34,0.07,0.0,0.95
Tyler Adams Leeds,0.902439024390244,0.6000000000000001,0.1234567901234568,0.1363636363636363,0.0416666666666666,0.2941176470588235,0.0857142857142857,0.2432432432432432,0.7450980392156863,0.0,0.2179487179487179,0.0,0.08,0.0,0.74,0.09,0.0,0.83,0.85,0.0
Raheem Sterling Chelsea,0.1463414634146341,0.04,0.0123456790123456,0.0,0.3125,0.4117647058823529,0.3714285714285714,0.3513513513513513,0.6627450980392156,0.1052631578947368,0.0256410256410256,0.0769230769230769,0.0,0.92,0.63,0.0,0.03,0.92,0.07,0.03
Emerson Royal Tottenham,0.4634146341463415,0.2,0.2839506172839506,0.0454545454545454,0.1458333333333333,0.1176470588235294,0.1714285714285714,0.3243243243243243,0.7470588235294116,0.0789473684210526,0.1538461538461538,0.0,0.13,0.01,0.04,0.03,0.0,0.83,0.95,0.0
Danny Welbeck Brighton,0.1219512195121951,0.08,0.074074074074074,0.0454545454545454,0.4166666666666667,0.2647058823529412,0.2285714285714285,0.1621621621621621,0.7862745098039214,0.0,0.0128205128205128,0.0769230769230769,0.0,0.96,0.12,0.05,0.82,0.0,0.0,0.86
Amadou Onana Everton,0.5609756097560976,0.4,0.1358024691358025,0.0909090909090909,0.2291666666666666,0.1764705882352941,0.1714285714285714,0.4324324324324324,0.7705882352941176,0.0,0.1538461538461538,0.0,0.02,0.0,0.11,0.85,0.03,0.01,0.01,0.01
Kyle Walker-Peters Southampton,0.4878048780487805,0.32,0.1604938271604938,0.1363636363636363,0.1041666666666666,0.1470588235294117,0.4285714285714285,0.3513513513513513,0.6568627450980393,0.1052631578947368,0.1282051282051282,0.0,0.05,0.02,0.1,0.0,0.0,0.98,0.99,0.0
Emiliano Buendía Aston Villa,0.3902439024390244,0.24,0.037037037037037,0.0,0.25,0.2647058823529412,0.1714285714285714,0.2702702702702702,0.7254901960784315,0.0,0.1666666666666666,0.1538461538461538,0.0,0.07,0.86,0.02,0.07,0.82,0.01,0.01
Joe Gomez Liverpool,0.3414634146341463,0.44,0.271604938271605,0.2727272727272727,0.0416666666666666,0.0294117647058823,0.0857142857142857,0.054054054054054,0.8215686274509801,0.0,0.4358974358974359,0.0769230769230769,0.99,0.0,0.0,0.07,0.0,0.01,0.71,0.0
Vitaly Janelt Brentford,0.4390243902439025,0.2799999999999999,0.0987654320987654,0.1363636363636363,0.0833333333333333,0.1176470588235294,0.0857142857142857,0.1621621621621621,0.6843137254901959,0.0526315789473684,0.2307692307692308,0.0,0.13,0.0,0.12,0.74,0.0,0.04,0.1,0.0
Tyrone Mings Aston Villa,0.0975609756097561,0.6000000000000001,0.5185185185185186,0.3181818181818182,0.0208333333333333,0.0588235294117647,0.0285714285714285,0.1621621621621621,0.8019607843137253,0.0,0.3846153846153847,0.0,1.0,0.0,0.02,0.07,0.0,0.01,0.75,0.0
Saïd Benrahma West Ham,0.1707317073170731,0.16,0.037037037037037,0.0,0.4583333333333333,0.4117647058823529,0.3999999999999999,0.1081081081081081,0.752941176470588,0.1052631578947368,0.0641025641025641,0.0769230769230769,0.0,0.37,0.07,0.0,0.8,0.01,0.01,0.96
Christian Eriksen Man Utd,0.1463414634146341,0.16,0.1111111111111111,0.1818181818181818,0.25,0.3823529411764706,0.0571428571428571,0.081081081081081,0.7509803921568627,0.1842105263157894,0.3076923076923077,0.1538461538461538,0.1,0.7,0.81,0.01,0.06,0.94,0.11,0.02
Marc Cucurella Chelsea,0.6341463414634148,0.2799999999999999,0.1851851851851852,0.1818181818181818,0.0625,0.1470588235294117,0.0571428571428571,0.2432432432432432,0.8235294117647058,0.131578947368421,0.1666666666666666,0.0,0.79,0.0,0.05,0.08,0.0,0.95,0.98,0.0
Jordan Ayew Crystal Palace,0.4634146341463415,0.16,0.1111111111111111,0.0454545454545454,0.125,0.2352941176470588,0.3428571428571428,0.5675675675675675,0.6882352941176471,0.0789473684210526,0.0256410256410256,0.0,0.0,0.68,0.15,0.0,0.68,0.04,0.06,0.93
Issa Diop Fulham,0.2926829268292683,0.5599999999999999,0.345679012345679,0.3181818181818182,0.0416666666666666,0.0294117647058823,0.0285714285714285,0.081081081081081,0.8019607843137253,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.21,0.0
Sean Longstaff Newcastle,0.3170731707317074,0.24,0.0864197530864197,0.1363636363636363,0.1875,0.2058823529411764,0.0857142857142857,0.3513513513513513,0.7235294117647058,0.0789473684210526,0.2051282051282051,0.0769230769230769,0.04,0.02,0.21,0.7,0.01,0.12,0.04,0.01
Aaron Cresswell West Ham,0.1951219512195122,0.44,0.2469135802469136,0.1818181818181818,0.0833333333333333,0.4705882352941177,0.0285714285714285,0.081081081081081,0.7607843137254902,0.4473684210526315,0.3076923076923077,0.0769230769230769,0.82,0.0,0.12,0.03,0.0,0.96,0.97,0.0
Idrissa Gueye Everton,0.6585365853658538,0.8,0.1111111111111111,0.1363636363636363,0.0625,0.088235294117647,0.1714285714285714,0.4594594594594594,0.8117647058823527,0.0,0.1666666666666666,0.0,0.21,0.0,0.77,0.04,0.0,0.13,0.04,0.0
Fabinho Liverpool,0.4146341463414634,0.4,0.1111111111111111,0.1363636363636363,0.0833333333333333,0.1176470588235294,0.0571428571428571,0.1621621621621621,0.8529411764705883,0.0,0.2692307692307693,0.0,0.74,0.0,0.03,0.85,0.0,0.0,0.72,0.0
Demarai Gray Everton,0.2195121951219512,0.16,0.0617283950617284,0.0454545454545454,0.375,0.3823529411764706,0.2857142857142857,0.4054054054054054,0.7254901960784315,0.2894736842105263,0.1153846153846154,0.0,0.0,0.79,0.16,0.0,0.87,0.0,0.0,1.0
Harvey Barnes Leicester,0.1951219512195122,0.12,0.0246913580246913,0.0,0.4375,0.1764705882352941,0.1999999999999999,0.2432432432432432,0.5588235294117647,0.0526315789473684,0.0384615384615384,0.0,0.0,0.25,0.02,0.01,0.78,0.01,0.0,0.94
Anthony Gordon Everton,0.5121951219512196,0.12,0.074074074074074,0.0,0.3333333333333333,0.1470588235294117,0.1999999999999999,0.2432432432432432,0.6019607843137254,0.0526315789473684,0.0512820512820512,0.0769230769230769,0.0,0.16,0.04,0.1,0.11,0.13,0.0,0.9
Ashley Young Aston Villa,0.4634146341463415,0.32,0.2592592592592593,0.2272727272727272,0.0833333333333333,0.1470588235294117,0.0857142857142857,0.2162162162162162,0.607843137254902,0.1052631578947368,0.2564102564102564,0.0769230769230769,0.26,0.0,0.03,0.05,0.0,0.91,0.98,0.0
Leon Bailey Aston Villa,0.0975609756097561,0.08,0.037037037037037,0.0,0.3333333333333333,0.2352941176470588,0.3428571428571428,0.1621621621621621,0.4882352941176469,0.2105263157894736,0.0897435897435897,0.0,0.0,0.98,0.68,0.0,0.04,0.95,0.06,0.02
Matty Cash Aston Villa,0.5121951219512196,0.4,0.1851851851851852,0.0909090909090909,0.0625,0.088235294117647,0.1999999999999999,0.1891891891891891,0.6882352941176471,0.131578947368421,0.2051282051282051,0.0,0.18,0.0,0.76,0.01,0.0,0.91,0.96,0.0
Nathan Collins Wolves,0.3170731707317074,0.44,0.4444444444444445,0.5,0.0208333333333333,0.0294117647058823,0.0857142857142857,0.1081081081081081,0.8705882352941174,0.0,0.3974358974358975,0.0,1.0,0.0,0.0,0.07,0.0,0.0,0.74,0.0
Séamus Coleman Everton,0.3902439024390244,0.4,0.2469135802469136,0.1363636363636363,0.0416666666666666,0.0294117647058823,0.1714285714285714,0.1891891891891891,0.6215686274509802,0.0789473684210526,0.1153846153846154,0.0,0.67,0.01,0.02,0.03,0.0,0.83,0.99,0.0
Eddie Nketiah Arsenal,0.1219512195121951,0.0,0.037037037037037,0.0,0.3541666666666667,0.088235294117647,0.1999999999999999,0.2702702702702702,0.7372549019607841,0.0,0.0128205128205128,0.0,0.0,0.98,0.02,0.0,0.17,0.01,0.0,0.08
Lewis Dunk Brighton,0.1707317073170731,0.4,0.2962962962962963,0.2727272727272727,0.125,0.0588235294117647,0.0,0.1891891891891891,0.9019607843137254,0.0,0.6794871794871795,0.0,1.0,0.0,0.06,0.04,0.01,0.0,0.19,0.0
Robin Koch Leeds,0.3658536585365854,0.6000000000000001,0.5061728395061729,0.2727272727272727,0.0625,0.0,0.0,0.1351351351351351,0.6470588235294117,0.0,0.2820512820512821,0.0,1.0,0.0,0.0,0.59,0.0,0.0,0.05,0.0
Jeffrey Schlupp Crystal Palace,0.4390243902439025,0.32,0.1234567901234568,0.1363636363636363,0.1458333333333333,0.1470588235294117,0.2285714285714285,0.2432432432432432,0.6431372549019607,0.0,0.1025641025641025,0.0,0.03,0.01,0.75,0.06,0.0,0.81,0.74,0.0
Luke Ayling Leeds,0.5365853658536587,0.2799999999999999,0.1604938271604938,0.1818181818181818,0.1458333333333333,0.088235294117647,0.1428571428571428,0.2972972972972972,0.4980392156862743,0.1052631578947368,0.2051282051282051,0.0,0.74,0.0,0.04,0.06,0.0,0.93,1.0,0.0
Conor Gallagher Chelsea,0.2926829268292683,0.24,0.0493827160493827,0.0909090909090909,0.125,0.2058823529411764,0.1714285714285714,0.2702702702702702,0.752941176470588,0.1052631578947368,0.0512820512820512,0.0,0.0,0.04,0.12,0.03,0.67,0.04,0.03,0.22
Marc Roca Leeds,0.5121951219512196,0.36,0.0864197530864197,0.1363636363636363,0.1875,0.2647058823529412,0.1428571428571428,0.2162162162162162,0.7019607843137254,0.0789473684210526,0.2564102564102564,0.0,0.02,0.0,0.24,0.71,0.0,0.07,0.0,0.0
Joe Worrall Nottingham Forest,0.4146341463414634,0.36,0.4567901234567901,0.3636363636363636,0.0416666666666666,0.0294117647058823,0.0285714285714285,0.027027027027027,0.6999999999999997,0.0,0.4102564102564103,0.0,1.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0
Matheus Nunes Wolves,0.4390243902439025,0.16,0.1111111111111111,0.0454545454545454,0.1875,0.2352941176470588,0.3142857142857143,0.3513513513513513,0.7352941176470589,0.0526315789473684,0.3076923076923077,0.0,0.0,0.07,0.7,0.0,0.03,0.14,0.06,0.03
Daniel Podence Wolves,0.2439024390243902,0.08,0.0246913580246913,0.0,0.2916666666666667,0.3235294117647059,0.2285714285714285,0.2162162162162162,0.5137254901960782,0.1052631578947368,0.1153846153846154,0.0,0.0,0.86,0.11,0.0,0.9,0.02,0.0,0.97
Tyrell Malacia Man Utd,0.4634146341463415,0.44,0.2592592592592593,0.0454545454545454,0.0416666666666666,0.0294117647058823,0.0285714285714285,0.1351351351351351,0.7921568627450979,0.0526315789473684,0.0897435897435897,0.0,0.21,0.0,0.05,0.1,0.0,0.19,0.85,0.01
Vladimír Coufal West Ham,0.4878048780487805,0.5599999999999999,0.2222222222222222,0.1363636363636363,0.0625,0.2647058823529412,0.0285714285714285,0.1891891891891891,0.4313725490196078,0.1842105263157894,0.1923076923076923,0.0,0.21,0.01,0.04,0.04,0.0,0.86,0.99,0.0
Tosin Adarabioyo Fulham,0.2195121951219512,0.36,0.5555555555555556,0.2272727272727272,0.0625,0.0294117647058823,0.0285714285714285,0.081081081081081,0.7215686274509803,0.0263157894736842,0.3205128205128205,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.78,0.0
Adama Traoré Wolves,0.1219512195121951,0.04,0.037037037037037,0.0,0.125,0.2352941176470588,0.4285714285714285,0.3513513513513513,0.5882352941176472,0.1842105263157894,0.0384615384615384,0.0769230769230769,0.0,0.81,0.74,0.0,0.02,0.9,0.02,0.02
Konstantinos Tsimikas Liverpool,0.1707317073170731,0.2,0.0864197530864197,0.0454545454545454,0.1041666666666666,0.2941176470588235,0.0571428571428571,0.1351351351351351,0.7921568627450979,0.2894736842105263,0.0897435897435897,0.0,0.03,0.02,0.2,0.08,0.02,0.32,0.67,0.02
Rayan Aït-Nouri Wolves,0.4146341463414634,0.2,0.1481481481481481,0.0,0.1041666666666666,0.1176470588235294,0.3428571428571428,0.1351351351351351,0.7254901960784315,0.0789473684210526,0.0512820512820512,0.0,0.02,0.0,0.08,0.02,0.02,0.91,0.89,0.0
Marcos Senesi Bournemouth,0.4146341463414634,0.48,0.5802469135802469,0.3181818181818182,0.0625,0.0588235294117647,0.0571428571428571,0.1351351351351351,0.6999999999999997,0.0,0.4487179487179488,0.0,1.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0
Aaron Hickey Brentford,0.4634146341463415,0.4,0.1358024691358025,0.1818181818181818,0.0833333333333333,0.0294117647058823,0.1714285714285714,0.4864864864864864,0.7686274509803919,0.0526315789473684,0.1025641025641025,0.0,0.11,0.0,0.14,0.03,0.01,0.85,0.97,0.0
Harrison Reed Fulham,0.2682926829268293,0.24,0.1234567901234568,0.1363636363636363,0.125,0.2941176470588235,0.0857142857142857,0.1621621621621621,0.6862745098039216,0.1052631578947368,0.1666666666666666,0.0,0.03,0.0,0.8,0.0,0.0,0.92,0.88,0.0
Gianluca Scamacca West Ham,0.1463414634146341,0.12,0.037037037037037,0.0,0.3958333333333333,0.2352941176470588,0.1142857142857142,0.1621621621621621,0.4411764705882353,0.0263157894736842,0.1025641025641025,0.0,0.0,0.97,0.08,0.0,0.22,0.04,0.0,0.18
Jordan Henderson Liverpool,0.1951219512195122,0.24,0.0493827160493827,0.0454545454545454,0.125,0.1764705882352941,0.0571428571428571,0.081081081081081,0.7823529411764705,0.0526315789473684,0.2948717948717949,0.0769230769230769,0.67,0.01,0.79,0.06,0.01,0.87,0.11,0.0
Daniel Amartey Leicester,0.2195121951219512,0.16,0.3950617283950617,0.3181818181818182,0.0625,0.088235294117647,0.0285714285714285,0.054054054054054,0.9254901960784312,0.0,0.1923076923076923,0.0769230769230769,0.98,0.0,0.04,0.71,0.02,0.01,0.77,0.0
Josh Dasilva Brentford,0.1463414634146341,0.04,0.0123456790123456,0.0909090909090909,0.1041666666666666,0.1176470588235294,0.2571428571428571,0.1891891891891891,0.7725490196078431,0.0789473684210526,0.0769230769230769,0.0,0.02,0.17,0.81,0.0,0.02,0.16,0.01,0.03
Kyle Walker Man City,0.1219512195121951,0.2,0.0617283950617284,0.0454545454545454,0.0416666666666666,0.088235294117647,0.1142857142857142,0.1081081081081081,0.86078431372549,0.0263157894736842,0.3076923076923077,0.0769230769230769,0.79,0.01,0.24,0.1,0.1,0.75,0.88,0.01
Richarlison Tottenham,0.2439024390243902,0.12,0.0493827160493827,0.0454545454545454,0.2083333333333333,0.2058823529411764,0.0857142857142857,0.2702702702702702,0.603921568627451,0.0526315789473684,0.0512820512820512,0.0769230769230769,0.0,0.73,0.03,0.0,0.86,0.0,0.0,0.99
Mads Roerslev Brentford,0.2682926829268293,0.2,0.2098765432098765,0.1363636363636363,0.0416666666666666,0.1470588235294117,0.0285714285714285,0.054054054054054,0.4215686274509804,0.0789473684210526,0.0897435897435897,0.0769230769230769,0.14,0.03,0.09,0.03,0.03,0.82,1.0,0.0
Boubakary Soumaré Leicester,0.5121951219512196,0.44,0.1111111111111111,0.0454545454545454,0.0208333333333333,0.088235294117647,0.0571428571428571,0.1621621621621621,0.8627450980392157,0.0263157894736842,0.1153846153846154,0.0769230769230769,0.08,0.03,0.11,0.89,0.01,0.04,0.07,0.0
Jordan Zemura Bournemouth,0.5121951219512196,0.32,0.1728395061728395,0.2272727272727272,0.0416666666666666,0.2647058823529412,0.2571428571428571,0.1891891891891891,0.4882352941176469,0.0789473684210526,0.0769230769230769,0.0,0.06,0.01,0.09,0.01,0.01,0.25,0.92,0.0
Romain Perraud Southampton,0.4390243902439025,0.2799999999999999,0.1358024691358025,0.0909090909090909,0.2291666666666666,0.1470588235294117,0.0857142857142857,0.1351351351351351,0.607843137254902,0.1052631578947368,0.0641025641025641,0.0,0.03,0.05,0.07,0.05,0.02,0.96,0.91,0.0
Mohamed Elyounoussi Southampton,0.3170731707317074,0.32,0.1481481481481481,0.0454545454545454,0.25,0.2058823529411764,0.1999999999999999,0.1351351351351351,0.4823529411764704,0.0789473684210526,0.0897435897435897,0.0769230769230769,0.01,0.8,0.08,0.05,0.71,0.04,0.05,0.85
Trevoh Chalobah Chelsea,0.2682926829268293,0.36,0.271604938271605,0.0909090909090909,0.0625,0.0294117647058823,0.0285714285714285,0.1081081081081081,0.8784313725490196,0.0,0.2051282051282051,0.0,0.96,0.0,0.0,0.76,0.0,0.01,0.75,0.0
Chris Mepham Bournemouth,0.3902439024390244,0.4,0.654320987654321,0.5,0.0625,0.0294117647058823,0.0285714285714285,0.081081081081081,0.7411764705882353,0.0,0.2179487179487179,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.05,0.0
James Milner Liverpool,0.2195121951219512,0.24,0.0617283950617284,0.0454545454545454,0.0625,0.1470588235294117,0.1428571428571428,0.1351351351351351,0.7196078431372548,0.131578947368421,0.1538461538461538,0.0,0.03,0.02,0.79,0.0,0.0,0.91,0.78,0.0
Michail Antonio West Ham,0.1219512195121951,0.04,0.0246913580246913,0.0909090909090909,0.2291666666666666,0.1470588235294117,0.1428571428571428,0.2972972972972972,0.2078431372549019,0.0263157894736842,0.0256410256410256,0.0,0.0,0.98,0.69,0.0,0.05,0.85,0.73,0.01
Lucas Digne Aston Villa,0.2926829268292683,0.2799999999999999,0.1975308641975308,0.0909090909090909,0.0625,0.2058823529411764,0.0,0.2702702702702702,0.6725490196078432,0.2105263157894736,0.1538461538461538,0.0,0.77,0.0,0.03,0.07,0.0,0.96,0.94,0.0
Jaidon Anthony Bournemouth,0.2926829268292683,0.12,0.0617283950617284,0.0,0.1666666666666666,0.1176470588235294,0.1428571428571428,0.1081081081081081,0.6607843137254901,0.0789473684210526,0.0769230769230769,0.0,0.0,0.05,0.16,0.02,0.11,0.21,0.0,0.86
Pablo Fornals West Ham,0.1951219512195122,0.2,0.037037037037037,0.0,0.1666666666666666,0.1764705882352941,0.1142857142857142,0.054054054054054,0.6588235294117646,0.0789473684210526,0.1666666666666666,0.0769230769230769,0.06,0.03,0.88,0.03,0.02,0.82,0.02,0.01
Mikkel Damsgaard Brentford,0.2682926829268293,0.16,0.0493827160493827,0.0454545454545454,0.0833333333333333,0.1470588235294117,0.1142857142857142,0.1081081081081081,0.5392156862745099,0.0526315789473684,0.0512820512820512,0.0769230769230769,0.0,0.14,0.13,0.0,0.7,0.05,0.04,0.92
Fábio Vieira Arsenal,0.073170731707317,0.08,0.0123456790123456,0.0,0.1458333333333333,0.1470588235294117,0.0857142857142857,0.054054054054054,0.8078431372549018,0.0526315789473684,0.0384615384615384,0.0769230769230769,0.0,0.8,0.14,0.0,0.82,0.03,0.0,0.92
Sam Greenwood Leeds,0.1707317073170731,0.04,0.0,0.0454545454545454,0.1458333333333333,0.2647058823529412,0.0285714285714285,0.027027027027027,0.4156862745098038,0.2894736842105263,0.0384615384615384,0.0,0.0,0.18,0.68,0.02,0.02,0.18,0.11,0.05
Jacob Murphy Newcastle,0.0975609756097561,0.04,0.0123456790123456,0.0,0.125,0.1764705882352941,0.0857142857142857,0.081081081081081,0.5156862745098039,0.0789473684210526,0.0256410256410256,0.0,0.0,0.27,0.04,0.01,0.11,0.75,0.71,0.04
Samuel Edozie Southampton,0.2439024390243902,0.16,0.0493827160493827,0.0,0.1041666666666666,0.1176470588235294,0.1999999999999999,0.4054054054054054,0.5431372549019606,0.0263157894736842,0.0128205128205128,0.0769230769230769,0.0,0.73,0.04,0.0,0.22,0.1,0.02,0.15
Adam Smith Bournemouth,0.3414634146341463,0.24,0.2469135802469136,0.1818181818181818,0.0208333333333333,0.088235294117647,0.0571428571428571,0.1891891891891891,0.6117647058823528,0.1052631578947368,0.2564102564102564,0.0,0.29,0.0,0.04,0.01,0.0,0.9,0.99,0.0
Jamie Vardy Leicester,0.073170731707317,0.04,0.0864197530864197,0.0,0.125,0.1176470588235294,0.0571428571428571,0.027027027027027,0.1823529411764706,0.0,0.0256410256410256,0.0,0.02,0.95,0.03,0.0,0.01,0.0,0.01,0.64
Dennis Praet Leicester,0.1707317073170731,0.12,0.037037037037037,0.0454545454545454,0.0416666666666666,0.0294117647058823,0.0857142857142857,0.1081081081081081,0.6529411764705881,0.0263157894736842,0.0512820512820512,0.0769230769230769,0.02,0.06,0.2,0.04,0.67,0.07,0.01,0.94
Anthony Elanga Man Utd,0.048780487804878,0.04,0.0246913580246913,0.0,0.125,0.1176470588235294,0.0857142857142857,0.1081081081081081,0.6196078431372549,0.0263157894736842,0.0128205128205128,0.0,0.0,0.32,0.03,0.02,0.05,0.11,0.02,0.76
Yves Bissouma Tottenham,0.1463414634146341,0.2,0.0493827160493827,0.1363636363636363,0.0625,0.1176470588235294,0.0857142857142857,0.1081081081081081,0.9039215686274508,0.0263157894736842,0.0769230769230769,0.0,0.03,0.04,0.88,0.01,0.0,0.26,0.11,0.0
