Player,Player.1,Apps,Mins,Goals,Assists,SpG,KeyP,Drb,Fouled,Off,Disp,UnsTch,Rating
"154Rico HenryBrentford, 25, D(L),M(L)","Rico Henry Brentford, 25, D(L),M(L)",27,2409,-,2,0.6,0.7,0.6,0.9,0.1,1.4,1.4,6.63
"155Demarai GrayEverton, 26, AM(CLR),FW","Demarai Gray Everton, 26, AM(CLR),FW",23(4),2103,4,1,1.8,1.3,1.0,1.5,0.3,2.0,2.7,6.62
"156Wilfried GnontoLeeds, 19, AM(L)","Wilfried Gnonto Leeds, 19, AM(L)",12(4),1067,2,3,1.1,1.1,1.0,1.9,0.2,1.0,1.7,6.62
"157Manuel AkanjiMan City, 27, D(CR)","Manuel Akanji Man City, 27, D(CR)",18(3),1721,-,1,0.6,0.2,0.1,0.3,-,0.1,0.4,6.62
"158Boubacar KamaraAston Villa, 23, D(CL),DMC","Boubacar Kamara Aston Villa, 23, D(CL),DMC",19(1),1573,-,1,0.2,0.4,0.6,1.3,-,0.6,0.8,6.62
"159Harvey BarnesLeicester, 25, AM(CL)","Harvey Barnes Leicester, 25, AM(CL)",25(1),2132,9,1,2.1,0.6,0.7,0.9,0.2,1.4,2.5,6.62
"160Anthony GordonEverton, 22, AM(LR)","Anthony Gordon Everton, 22, AM(LR)",12(4),1097,3,-,1.6,0.5,0.7,0.9,0.2,1.4,2.0,6.61
"161José SáWolves, 30, GK","José Sá Wolves, 30, GK",29,2610,-,-,-,-,0.1,0.2,-,-,0.1,6.61
"162Roméo LaviaSouthampton, 19, DMC","Roméo Lavia Southampton, 19, DMC",17(3),1468,1,-,0.4,0.5,0.9,1.9,-,1.2,0.9,6.61
"163Wout FaesLeicester, 25, D(C)","Wout Faes Leicester, 25, D(C)",21,1887,-,-,0.3,0.2,0.2,0.7,-,0.1,0.6,6.61
"164Ashley YoungAston Villa, 37, D(LR),M(LR)","Ashley Young Aston Villa, 37, D(LR),M(LR)",15(5),1367,1,-,0.4,0.5,0.3,0.8,-,0.2,0.5,6.61
"165Bobby De Cordova-ReidFulham, 30, D(R),M(CLR),FW","Bobby De Cordova-Reid Fulham, 30, D(R),M(CLR),FW",26(1),2141,4,1,1,0.6,0.6,0.7,0.3,1,1.8,6.61
"166Leon BaileyAston Villa, 25, M(CLR),FW","Leon Bailey Aston Villa, 25, M(CLR),FW",21(6),1636,4,3,1.6,0.8,1.2,0.6,0.3,1.8,1.5,6.6
"167Illan MeslierLeeds, 23, GK","Illan Meslier Leeds, 23, GK",28,2520,-,-,-,-,-,0.1,-,-,-,6.6
"168César AzpilicuetaChelsea, 33, D(CLR),M(R)","César Azpilicueta Chelsea, 33, D(CLR),M(R)",11(8),1104,-,-,0.4,0.6,0.3,0.3,0.1,0.2,0.4,6.6
"169Matty CashAston Villa, 25, D(R),M(CLR)","Matty Cash Aston Villa, 25, D(R),M(CLR)",18(5),1640,-,1,0.3,0.3,0.7,0.7,0.1,0.3,1,6.59
"170Nathan CollinsWolves, 21, D(CR)","Nathan Collins Wolves, 21, D(CR)",17(3),1579,-,-,0.1,0.1,0.3,0.4,0.1,0.3,0.5,6.58
"171Séamus ColemanEverton, 34, D(CR),M(R)","Séamus Coleman Everton, 34, D(CR),M(R)",18(3),1531,1,-,0.2,0.1,0.6,0.7,0.1,0.3,1.2,6.58
"172Eddie NketiahArsenal, 23, FW","Eddie Nketiah Arsenal, 23, FW",9(14),990,4,1,1.7,0.3,0.7,1.0,0.3,0.7,1.2,6.58
"173Marc GuéhiCrystal Palace, 22, D(C)","Marc Guéhi Crystal Palace, 22, D(C)",28,2520,-,-,0.3,0.2,0.2,1.0,-,0.2,0.4,6.58
"174Joe AriboSouthampton, 26, M(CLR),FW","Joe Aribo Southampton, 26, M(CLR),FW",11(8),1097,2,-,0.7,0.5,0.8,0.6,-,0.9,1.7,6.58
"175Lewis DunkBrighton, 31, D(C)","Lewis Dunk Brighton, 31, D(C)",26,2340,-,-,0.6,0.2,-,0.7,-,0.1,0.3,6.58
"176Vitalii MykolenkoEverton, 23, D(CL),M(L)","Vitalii Mykolenko Everton, 23, D(CL),M(L)",25(3),2162,-,-,0.3,0.6,0.4,0.5,-,0.3,0.9,6.57
"177Dean HendersonNottingham Forest, 26, GK","Dean Henderson Nottingham Forest, 26, GK",18,1620,-,-,-,-,-,0.1,-,-,0.1,6.57
"178Ruben Loftus-CheekChelsea, 27, M(CLR)","Ruben Loftus-Cheek Chelsea, 27, M(CLR)",17(3),1322,-,-,0.5,0.6,1.2,1.6,0.1,1,1.0,6.57
"179João MoutinhoWolves, 36, M(C)","João Moutinho Wolves, 36, M(C)",20(7),1711,-,2,0.6,1.3,0.3,0.6,-,0.2,0.5,6.57
"180Robin KochLeeds, 26, D(C),DMC","Robin Koch Leeds, 26, D(C),DMC",27,2368,-,-,0.3,-,-,0.5,-,-,0.3,6.57
"181Jeffrey SchluppCrystal Palace, 30, D(L),M(CLR)","Jeffrey Schlupp Crystal Palace, 30, D(L),M(CLR)",25(3),2121,2,-,0.7,0.5,0.8,0.9,-,0.9,1.0,6.57
"182Brennan JohnsonNottingham Forest, 21, AM(CLR),FW","Brennan Johnson Nottingham Forest, 21, AM(CLR),FW",26(2),2314,8,2,1.8,0.8,1.1,0.6,0.4,0.8,2.3,6.57
"183Danny IngsAston Villa, 30, AM(C),FW","Danny Ings Aston Villa, 30, AM(C),FW",8(10),819,6,-,1.5,0.5,0.6,0.3,0.5,0.9,1.1,6.56
"184Luke AylingLeeds, 31, D(CR),M(R)","Luke Ayling Leeds, 31, D(CR),M(R)",14(7),1329,1,1,0.7,0.3,0.5,1.1,-,0.3,0.8,6.56
"185Raphaël VaraneMan Utd, 29, D(C)","Raphaël Varane Man Utd, 29, D(C)",18(2),1566,-,-,0.3,0.2,0.2,0.1,0.1,0.1,0.1,6.55
"186Conor GallagherChelsea, 23, AM(C)","Conor Gallagher Chelsea, 23, AM(C)",10(15),950,1,1,0.6,0.7,0.6,1.0,-,1.0,0.8,6.55
"187Neco WilliamsNottingham Forest, 21, D(LR),M(LR)","Neco Williams Nottingham Forest, 21, D(LR),M(LR)",15(11),1452,-,-,0.8,0.5,0.7,0.7,-,0.6,1.1,6.55
"188Harvey ElliottLiverpool, 20, AM(CR)","Harvey Elliott Liverpool, 20, AM(CR)",17(10),1502,1,2,1.1,0.8,0.7,0.9,-,0.7,0.9,6.55
"189Marc RocaLeeds, 26, DMC","Marc Roca Leeds, 26, DMC",22(2),1726,1,2,0.9,0.9,0.5,0.8,-,0.7,0.8,6.54
"190Joe WorrallNottingham Forest, 26, D(C)","Joe Worrall Nottingham Forest, 26, D(C)",16(6),1629,1,-,0.2,0.1,0.1,0.1,-,0.2,0.2,6.54
"191Matheus NunesWolves, 24, M(C)","Matheus Nunes Wolves, 24, M(C)",23(3),1794,-,1,0.9,0.8,1.1,1.3,-,1.0,1.3,6.54
"192Crysencio SummervilleLeeds, 21, AM(LR)","Crysencio Summerville Leeds, 21, AM(LR)",10(11),1087,4,2,1.1,0.5,0.9,1.6,0.3,1.4,1.8,6.54
"193Daniel PodenceWolves, 27, AM(CLR),FW","Daniel Podence Wolves, 27, AM(CLR),FW",18(9),1556,6,-,1.4,1.1,0.8,0.8,0.1,1.0,1.6,6.54
"194Tyrell MalaciaMan Utd, 23, D(L)","Tyrell Malacia Man Utd, 23, D(L)",10(5),920,-,-,0.2,0.1,0.1,0.5,0.1,0.3,0.9,6.54
"195FredMan Utd, 30, M(C)","Fred Man Utd, 30, M(C)",10(14),970,2,1,1.0,0.9,0.3,0.7,-,0.4,1.0,6.54
"196Vladimír CoufalWest Ham, 30, D(R),M(R)","Vladimír Coufal West Ham, 30, D(R),M(R)",16(2),1428,-,-,0.3,0.9,0.1,0.7,-,0.6,0.9,6.53
"197Ezri KonsaAston Villa, 25, D(CR)","Ezri Konsa Aston Villa, 25, D(CR)",27(1),2423,-,-,0.3,0.3,0.1,1.6,-,0.1,0.4,6.53
"198Hugo BuenoWolves, 20, D(L)","Hugo Bueno Wolves, 20, D(L)",13(3),1072,-,1,0.3,0.7,0.8,0.4,-,0.6,0.9,6.53
"199Tosin AdarabioyoFulham, 25, D(CR)","Tosin Adarabioyo Fulham, 25, D(CR)",13(2),1184,1,-,0.3,0.1,0.1,0.3,-,0.3,0.1,6.53
"200Adama TraoréWolves, 27, M(CLR),FW","Adama Traoré Wolves, 27, M(CLR),FW",10(16),1240,2,1,0.6,0.8,1.5,1.3,0.2,0.8,2.1,6.53
"201Renan LodiNottingham Forest, 24, D(L),M(L)","Renan Lodi Nottingham Forest, 24, D(L),M(L)",18(2),1558,-,-,0.6,0.4,0.8,1.6,0.1,0.5,0.7,6.53
"202Konstantinos TsimikasLiverpool, 26, D(L)","Konstantinos Tsimikas Liverpool, 26, D(L)",6(9),554,-,4,0.5,1.0,0.2,0.5,-,0.4,0.7,6.52
"203Lewis CookBournemouth, 26, M(CL)","Lewis Cook Bournemouth, 26, M(CL)",17(4),1516,-,2,0.2,1.0,0.3,0.4,-,0.7,0.6,6.52
"204Rayan Aït-NouriWolves, 21, D(L),M(L)","Rayan Aït-Nouri Wolves, 21, D(L),M(L)",9(11),1025,1,-,0.5,0.4,1.2,0.5,0.2,0.5,1.4,6.52
"205Patson DakaLeicester, 24, FW","Patson Daka Leicester, 24, FW",12(9),923,4,3,1.1,0.6,0.3,0.5,0.3,0.8,1.8,6.51
"206Marcos SenesiBournemouth, 25, D(C)","Marcos Senesi Bournemouth, 25, D(C)",23(1),1972,2,-,0.3,0.2,0.2,0.5,-,0.2,0.5,6.51
"207Nélson SemedoWolves, 29, D(LR),M(R)","Nélson Semedo Wolves, 29, D(LR),M(R)",22(5),1875,-,1,0.2,0.3,0.8,0.6,-,0.6,1.1,6.51
"208Aaron HickeyBrentford, 20, D(LR),M(LR)","Aaron Hickey Brentford, 20, D(LR),M(LR)",15(1),1255,-,-,0.4,0.1,0.6,1.8,-,0.4,0.6,6.51
"209Harrison ReedFulham, 28, D(R),M(CR)","Harrison Reed Fulham, 28, D(R),M(CR)",27,2210,2,2,0.6,1.0,0.3,0.6,0.1,0.7,1.3,6.51
"210Gianluca ScamaccaWest Ham, 24, FW","Gianluca Scamacca West Ham, 24, FW",11(5),929,3,-,1.9,0.8,0.4,0.6,0.4,1.1,1.4,6.5
"211Yoane WissaBrentford, 26, AM(L),FW","Yoane Wissa Brentford, 26, AM(L),FW",12(16),1184,5,2,0.9,0.3,0.6,0.7,0.5,0.8,1.1,6.5
"212Mateo KovacicChelsea, 28, M(CL)","Mateo Kovacic Chelsea, 28, M(CL)",12(8),1249,1,1,1.0,0.9,0.5,0.5,-,0.8,0.9,6.5
"213Jordan HendersonLiverpool, 32, D(C),M(CLR)","Jordan Henderson Liverpool, 32, D(C),M(CLR)",15(9),1351,-,1,0.6,0.6,0.2,0.3,-,0.3,0.5,6.5
"214Wilfred NdidiLeicester, 26, D(C),DMC","Wilfred Ndidi Leicester, 26, D(C),DMC",13(6),1160,-,-,0.3,0.1,0.4,0.5,-,0.4,0.6,6.5
"215Daniel AmarteyLeicester, 28, D(CR),DMC","Daniel Amartey Leicester, 28, D(CR),DMC",17(2),1520,-,-,0.3,0.3,0.1,0.2,-,0.2,0.4,6.5
"216Joel WardCrystal Palace, 33, D(CLR),DMC,M(R)","Joel Ward Crystal Palace, 33, D(CLR),DMC,M(R)",16(3),1494,-,-,0.1,0.2,0.2,0.4,-,0.3,0.8,6.5
"217Josh DasilvaBrentford, 24, M(C)","Josh Dasilva Brentford, 24, M(C)",12(15),1138,3,2,0.5,0.4,0.9,0.7,-,0.9,0.9,6.5
"218Kyle WalkerMan City, 32, D(CR),M(R)","Kyle Walker Man City, 32, D(CR),M(R)",14(3),1167,-,-,0.2,0.3,0.4,0.4,-,0.1,0.5,6.49
"219Scott McTominayMan Utd, 26, D(C),DMC","Scott McTominay Man Utd, 26, D(C),DMC",8(11),940,-,-,0.4,0.2,0.6,0.4,-,0.6,1.1,6.49
"220Clément LengletTottenham, 27, D(C)","Clément Lenglet Tottenham, 27, D(C)",17(2),1454,-,2,0.6,0.3,0.1,0.7,-,0.2,0.5,6.49
"221Ryan YatesNottingham Forest, 25, DMC","Ryan Yates Nottingham Forest, 25, DMC",17(4),1496,-,2,1.2,0.3,0.2,2.1,-,0.7,0.8,6.49
"222Gavin BazunuSouthampton, 21, GK","Gavin Bazunu Southampton, 21, GK",29,2610,-,-,-,-,-,0.1,-,-,-,6.48
"223EmersonWest Ham, 28, D(L),M(L)","Emerson West Ham, 28, D(L),M(L)",11(4),897,1,-,0.5,0.6,0.3,0.5,-,0.5,0.3,6.48
"224Adam WebsterBrighton, 28, D(C)","Adam Webster Brighton, 28, D(C)",17(3),1500,-,-,0.8,0.2,0.1,0.3,-,0.2,0.4,6.48
"225RicharlisonTottenham, 25, AM(CLR),FW","Richarlison Tottenham, 25, AM(CLR),FW",9(10),750,-,3,1,0.7,0.3,1.0,0.2,0.8,1.6,6.48
"226Tyrick MitchellCrystal Palace, 23, D(L)","Tyrick Mitchell Crystal Palace, 23, D(L)",25(2),2086,-,2,0.1,0.4,0.4,0.3,0.1,0.5,1,6.47
"227Brenden AaronsonLeeds, 22, AM(CLR)","Brenden Aaronson Leeds, 22, AM(CLR)",24(3),2025,1,2,1.3,1.4,1.2,1.7,0.2,2.5,2.2,6.47
"228Mads RoerslevBrentford, 23, D(R),M(R)","Mads Roerslev Brentford, 23, D(R),M(R)",10(5),931,-,-,0.2,0.5,0.1,0.2,-,0.6,0.9,6.47
"229Boubakary SoumaréLeicester, 24, DMC","Boubakary Soumaré Leicester, 24, DMC",12(6),929,-,-,0.1,0.3,0.2,0.6,-,0.7,0.7,6.47
"230Jordan ZemuraBournemouth, 23, D(L)","Jordan Zemura Bournemouth, 23, D(L)",17(2),1457,-,1,0.2,0.9,0.9,0.7,-,0.8,1.8,6.46
"231Danny WardLeicester, 29, GK","Danny Ward Leicester, 29, GK",26,2340,-,-,-,-,-,0.2,-,-,-,6.46
"232JonnyWolves, 29, D(CLR),M(LR)","Jonny Wolves, 29, D(CLR),M(LR)",14(4),1263,1,-,0.5,0.3,0.8,1.1,0.1,0.7,0.9,6.46
"233Romain PerraudSouthampton, 25, D(L),M(L)","Romain Perraud Southampton, 25, D(L),M(L)",20(6),1703,2,2,1.1,0.5,0.3,0.5,0.1,0.5,1,6.45
"234Thilo KehrerWest Ham, 26, D(CLR),M(R)","Thilo Kehrer West Ham, 26, D(CLR),M(R)",20,1756,-,1,0.4,0.3,0.4,0.5,-,0.3,0.8,6.45
"235Adam LallanaBrighton, 34, M(CLR)","Adam Lallana Brighton, 34, M(CLR)",12(4),730,2,1,0.5,0.9,0.2,0.4,-,0.7,0.9,6.45
"236Ryan ChristieBournemouth, 28, AM(CLR),FW","Ryan Christie Bournemouth, 28, AM(CLR),FW",12(10),1112,1,-,0.9,0.7,0.9,1.3,-,1.1,1.2,6.45
"237Mohamed ElyounoussiSouthampton, 28, AM(CLR),FW","Mohamed Elyounoussi Southampton, 28, AM(CLR),FW",22(4),1797,-,1,1.2,0.7,0.7,0.5,0.1,1.3,1.3,6.44
"238Trevoh ChalobahChelsea, 23, D(CR),DMC","Trevoh Chalobah Chelsea, 23, D(CR),DMC",11(5),1004,-,-,0.3,0.1,0.1,0.4,-,0.3,0.3,6.44
"239EdersonMan City, 29, GK","Ederson Man City, 29, GK",28,2520,-,1,-,-,-,0.1,-,-,-,6.44
"240Robert SánchezBrighton, 25, GK","Robert Sánchez Brighton, 25, GK",22,1980,-,-,-,-,-,-,-,-,-,6.43
"241Conor CoadyEverton, 30, D(CR),DMC","Conor Coady Everton, 30, D(CR),DMC",22,1971,1,1,0.2,0.2,-,0.5,0.1,0.1,0.3,6.43
"242Chris MephamBournemouth, 25, D(C)","Chris Mepham Bournemouth, 25, D(C)",19(2),1748,-,-,0.3,0.1,0.1,0.3,-,0.1,0.2,6.42
"243James MilnerLiverpool, 37, D(LR),M(CLR)","James Milner Liverpool, 37, D(LR),M(CLR)",6(15),717,-,1,0.3,0.5,0.5,0.5,-,0.6,0.7,6.42
"244Odsonne ÉdouardCrystal Palace, 25, AM(L),FW","Odsonne Édouard Crystal Palace, 25, AM(L),FW",15(11),1364,3,2,1.2,0.6,0.4,0.5,0.4,1.6,1.7,6.42
"245Emmanuel DennisNottingham Forest, 25, M(LR),FW","Emmanuel Dennis Nottingham Forest, 25, M(LR),FW",5(10),614,2,1,1.1,0.4,0.9,1.8,0.3,1.4,1.9,6.42
"246Michail AntonioWest Ham, 33, D(R),M(CLR),FW","Michail Antonio West Ham, 33, D(R),M(CLR),FW",12(12),1154,3,2,1.1,0.5,0.5,1.1,0.4,1.3,1.9,6.4
"247Kieffer MooreBournemouth, 30, FW","Kieffer Moore Bournemouth, 30, FW",12(9),1120,4,-,0.8,0.2,0.1,1.3,-,1.4,1.8,6.4
"248Lucas DigneAston Villa, 29, D(CL),M(L)","Lucas Digne Aston Villa, 29, D(CL),M(L)",16(5),1295,1,-,0.3,0.7,-,1.0,0.1,0.5,0.8,6.4
"249Ryan SessegnonTottenham, 22, D(L),M(LR)","Ryan Sessegnon Tottenham, 22, D(L),M(LR)",9(8),811,2,-,1.1,0.4,0.3,0.4,0.4,0.6,0.6,6.4
"250Scott McKennaNottingham Forest, 26, D(C)","Scott McKenna Nottingham Forest, 26, D(C)",17(1),1463,-,-,0.1,0.4,0.3,0.2,-,0.1,0.1,6.39
"251Remo FreulerNottingham Forest, 30, DMC","Remo Freuler Nottingham Forest, 30, DMC",21(3),1904,-,-,0.3,0.5,0.3,0.4,-,0.3,0.8,6.38
"252Jaidon AnthonyBournemouth, 23, AM(LR)","Jaidon Anthony Bournemouth, 23, AM(LR)",10(13),1046,3,-,0.8,0.4,0.5,0.4,0.2,0.7,0.9,6.37
"253Philippe CoutinhoAston Villa, 30, M(CLR)","Philippe Coutinho Aston Villa, 30, M(CLR)",7(13),783,1,-,1.1,0.4,0.7,0.7,0.1,0.9,1.2,6.37
"254Pablo FornalsWest Ham, 27, M(CLR)","Pablo Fornals West Ham, 27, M(CLR)",11(12),1042,1,1,0.8,0.6,0.4,0.2,-,0.5,0.7,6.36
"255Orel MangalaNottingham Forest, 25, M(C)","Orel Mangala Nottingham Forest, 25, M(C)",12(5),849,-,-,0.4,0.1,0.6,0.8,-,0.4,0.4,6.36
"256Kelechi IheanachoLeicester, 26, AM(C),FW","Kelechi Iheanacho Leicester, 26, AM(C),FW",7(15),755,3,4,1.3,0.7,0.6,0.1,0.3,1.1,1.3,6.35
"257Mikkel DamsgaardBrentford, 22, AM(CL)","Mikkel Damsgaard Brentford, 22, AM(CL)",5(12),588,-,-,0.4,0.5,0.4,0.4,-,0.2,0.6,6.35
"258Fábio VieiraArsenal, 22, AM(CR),FW","Fábio Vieira Arsenal, 22, AM(CR),FW",2(16),404,1,2,0.7,0.5,0.3,0.2,-,0.4,0.6,6.34
"259Sam GreenwoodLeeds, 21, M(C)","Sam Greenwood Leeds, 21, M(C)",2(13),329,1,2,0.7,0.9,0.1,0.1,-,0.3,0.3,6.34
"260Takehiro TomiyasuArsenal, 24, D(CLR)","Takehiro Tomiyasu Arsenal, 24, D(CLR)",6(15),656,-,1,0.1,0.2,-,0.1,-,0.2,0.3,6.34
"261Jacob MurphyNewcastle, 28, D(R),M(LR)","Jacob Murphy Newcastle, 28, D(R),M(LR)",8(19),824,1,1,0.6,0.6,0.3,0.3,-,0.6,0.4,6.33
"262Patrick BamfordLeeds, 29, AM(CLR),FW","Patrick Bamford Leeds, 29, AM(CLR),FW",11(9),965,2,2,1.6,0.5,0.2,0.7,0.5,0.5,1.8,6.33
"263Alejandro GarnachoMan Utd, 18, AM(L)","Alejandro Garnacho Man Utd, 18, AM(L)",4(11),449,2,2,1.1,0.1,0.7,0.4,0.2,0.8,1.3,6.32
"264Christian PulisicChelsea, 24, M(CLR),FW","Christian Pulisic Chelsea, 24, M(CLR),FW",7(12),696,1,1,0.8,0.6,0.6,0.7,-,0.4,1.4,6.31
"265Taiwo AwoniyiNottingham Forest, 25, FW","Taiwo Awoniyi Nottingham Forest, 25, FW",9(8),737,4,-,1.1,0.5,0.3,0.6,0.4,0.9,2.3,6.31
"266Nathaniel ClyneCrystal Palace, 31, D(LR),M(R)","Nathaniel Clyne Crystal Palace, 31, D(LR),M(R)",19(2),1639,-,-,-,0.3,0.2,0.4,-,0.1,0.6,6.31
"267Samuel EdozieSouthampton, 20, Forward","Samuel Edozie Southampton, 20, Forward",5(10),535,-,-,0.5,0.4,0.7,1.5,0.1,0.6,1.5,6.31
"268Abdoulaye DoucouréEverton, 30, M(C)","Abdoulaye Doucouré Everton, 30, M(C)",11(8),989,2,2,0.6,0.7,0.6,0.2,0.3,0.4,0.7,6.3
"269Chris WoodNewcastle, 31, FW","Chris Wood Newcastle, 31, FW",4(14),440,2,-,0.5,0.2,0.1,0.2,0.2,0.3,0.7,6.29
"270Adam SmithBournemouth, 31, D(LR),M(LR)","Adam Smith Bournemouth, 31, D(LR),M(LR)",27,2296,-,1,0.1,0.3,0.2,0.7,-,0.1,0.7,6.29
"271Jamie VardyLeicester, 36, AM(L),FW","Jamie Vardy Leicester, 36, AM(L),FW",11(16),1277,1,4,0.6,0.4,0.2,0.1,0.6,0.5,0.8,6.28
"272Stuart ArmstrongSouthampton, 31, AM(CLR)","Stuart Armstrong Southampton, 31, AM(CLR)",11(13),1072,1,-,0.8,0.6,0.7,0.7,-,0.8,1.0,6.28
"273Dennis PraetLeicester, 28, AM(CR)","Dennis Praet Leicester, 28, AM(CR)",5(11),535,1,-,0.2,0.1,0.3,0.4,0.1,0.5,0.4,6.26
"274Anthony ElangaMan Utd, 20, AM(LR)","Anthony Elanga Man Utd, 20, AM(LR)",5(11),424,-,1,0.6,0.4,0.3,0.4,0.2,0.4,0.8,6.26
"275Yves BissoumaTottenham, 26, M(C)","Yves Bissouma Tottenham, 26, M(C)",8(12),809,-,-,0.3,0.4,0.3,0.4,0.1,0.3,0.7,6.26
"276Kieran TierneyArsenal, 25, D(CL),M(L)","Kieran Tierney Arsenal, 25, D(CL),M(L)",4(16),519,-,1,0.3,0.2,0.1,0.3,0.1,-,0.3,6.25
"277Hwang Hee-ChanWolves, 27, AM(CLR),FW","Hwang Hee-Chan Wolves, 27, AM(CLR),FW",9(9),713,1,1,0.4,0.4,0.4,0.6,-,0.7,1.2,6.25
"278Sékou MaraSouthampton, 20, FW","Sékou Mara Southampton, 20, FW",4(16),492,-,2,0.8,0.3,0.6,0.3,0.2,0.9,1.4,6.24
"279Ibrahima DialloSouthampton, 24, DMC","Ibrahima Diallo Southampton, 24, DMC",11(5),807,-,-,0.4,0.3,0.5,0.4,-,0.6,1.0,6.24
"280Adam ArmstrongSouthampton, 26, AM(CLR),FW","Adam Armstrong Southampton, 26, AM(CLR),FW",12(12),1113,1,1,0.8,0.4,0.3,0.3,0.1,0.8,0.8,6.24
"281Neal MaupayEverton, 26, AM(C),FW","Neal Maupay Everton, 26, AM(C),FW",10(10),946,1,-,1.4,0.3,0.2,0.9,0.1,0.8,1.9,6.24
"282Tom CairneyFulham, 32, M(CR)","Tom Cairney Fulham, 32, M(CR)",1(22),475,-,-,0.5,0.4,0.2,0.4,-,0.5,0.6,6.21
"283Carlos ViníciusFulham, 28, FW","Carlos Vinícius Fulham, 28, FW",6(13),646,2,1,0.7,0.3,0.1,0.5,0.1,0.6,1.7,6.21
"284Tariq LampteyBrighton, 22, D(R),M(R)","Tariq Lamptey Brighton, 22, D(R),M(R)",3(17),443,-,-,0.3,0.2,0.4,0.7,-,0.1,0.8,6.21
"285Jean-Philippe MatetaCrystal Palace, 25, FW","Jean-Philippe Mateta Crystal Palace, 25, FW",6(17),690,2,-,1.1,0.2,0.1,0.3,0.3,0.6,1.0,6.2
"286Harry WilsonFulham, 26, AM(CLR)","Harry Wilson Fulham, 26, AM(CLR)",4(15),448,-,-,0.5,0.1,0.4,0.5,0.1,0.5,0.5,6.18
"287Diego CostaWolves, 34, FW","Diego Costa Wolves, 34, FW",9(6),738,-,-,1.4,0.4,0.1,0.3,0.8,0.5,0.9,6.17
"288Jesse LingardNottingham Forest, 30, AM(CLR),FW","Jesse Lingard Nottingham Forest, 30, AM(CLR),FW",12(4),926,-,-,0.6,0.7,0.4,0.6,0.1,0.6,1.0,6.17
"289Joe GelhardtLeeds, 20, FW","Joe Gelhardt Leeds, 20, FW",1(14),202,-,2,0.7,0.1,0.1,0.5,-,0.5,0.6,6.16
"290Sam SurridgeNottingham Forest, 24, FW","Sam Surridge Nottingham Forest, 24, FW",1(15),270,1,-,0.6,0.1,0.1,0.5,0.2,0.2,0.7,6.14
"291Tom DaviesEverton, 24, M(C)","Tom Davies Everton, 24, M(C)",4(13),478,-,-,0.5,0.1,0.1,0.4,0.1,0.2,0.9,6.13
"292Will HughesCrystal Palace, 27, M(CLR)","Will Hughes Crystal Palace, 27, M(CLR)",3(16),417,-,-,0.1,0.1,-,0.3,-,0.2,0.4,6.11
